year,state,question,category,group,value
2022,Illinois,Frequent mental distress among adults,Age,Age 18-44,17.0
2022,Kansas,Depression among adults,Overall,Overall,19.5
2022,Kentucky,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.6
2022,Louisiana,Frequent mental distress among adults,Age,Age 45-64,19.3
2022,Illinois,Depression among adults,Sex,Male,13.8
2022,Nevada,Depression among adults,Sex,Male,13.4
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",8.8
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.1
2022,Maine,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",9.3
2022,Nebraska,Depression among adults,Sex,Male,10.4
2022,Indiana,Frequent mental distress among adults,Age,Age 18-44,21.8
2022,Maryland,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",13.1
2022,Mississippi,Depression among adults,Sex,Female,27.1
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,6.7
2022,Nevada,Depression among adults,Age,Age 45-64,18.6
2022,Maine,Depression among adults,Overall,Overall,28.4
2022,Mississippi,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.2
2022,Nebraska,Frequent mental distress among adults,Sex,Female,15.7
2022,Maryland,Depression among adults,Overall,Overall,18.7
2022,Maine,Depression among adults,Race/Ethnicity,Hispanic,28.1
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.0
2022,Kansas,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",18.9
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.3
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.6
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.6
2022,Massachusetts,Frequent mental distress among adults,Age,Age 18-44,19.2
2022,Missouri,Frequent mental distress among adults,Overall,Overall,18.1
2022,Idaho,Depression among adults,Overall,Overall,23.2
2022,Maine,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",10.4
2022,Nebraska,Frequent mental distress among adults,Age,Age 18-44,15.9
2022,Mississippi,Frequent mental distress among adults,Sex,Male,13.9
2022,Idaho,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.9
2022,Missouri,Frequent mental distress among adults,Sex,Female,21.7
2022,Michigan,Depression among adults,Race/Ethnicity,"White, non-Hispanic",23.8
2022,Louisiana,Frequent mental distress among adults,Race/Ethnicity,Hispanic,18.0
2022,Michigan,Frequent mental distress among adults,Race/Ethnicity,Hispanic,24.1
2022,Massachusetts,Depression among adults,Age,Age 45-64,20.3
2022,Montana,Depression among adults,Race/Ethnicity,Hispanic,31.9
2022,Indiana,Average mentally unhealthy days among adults,Overall,Overall,5.2
2022,Maryland,Depression among adults,Sex,Male,13.9
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.0
2022,Nevada,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",23.5
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.2
2022,Kentucky,Average mentally unhealthy days among adults,Overall,Overall,5.0
2022,Indiana,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",33.8
2022,Michigan,Average mentally unhealthy days among adults,Overall,Overall,5.5
2022,Nebraska,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.4
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.5
2022,Nebraska,Average mentally unhealthy days among adults,Sex,Female,5.3
2022,Missouri,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.8
2022,Illinois,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",8.8
2022,Missouri,Depression among adults,Sex,Female,29.6
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.5
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.9
2022,Kentucky,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,7.6
2022,Michigan,Average mentally unhealthy days among adults,Sex,Male,4.3
2022,Nevada,Frequent mental distress among adults,Sex,Female,17.5
2022,Massachusetts,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",40.9
2022,Indiana,Frequent mental distress among adults,Sex,Male,13.1
2022,Minnesota,Average mentally unhealthy days among adults,Age,Age 45-64,3.8
2022,Illinois,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",7.9
2022,Kentucky,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",19.8
2022,Louisiana,Average mentally unhealthy days among adults,Sex,Male,5.0
2022,Nebraska,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",18.0
2022,Nebraska,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",14.8
2022,Idaho,Depression among adults,Race/Ethnicity,Hispanic,21.8
2022,Iowa,Frequent mental distress among adults,Race/Ethnicity,Hispanic,13.5
2022,Maryland,Average mentally unhealthy days among adults,Sex,Female,5.4
2022,Kansas,Depression among adults,Sex,Male,12.6
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",17.2
2022,Nevada,Frequent mental distress among adults,Age,Age 18-44,17.4
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,Hispanic,21.6
2022,Indiana,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",29.4
2022,Mississippi,Average mentally unhealthy days among adults,Sex,Female,5.3
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",25.4
2022,Missouri,Average mentally unhealthy days among adults,Sex,Male,4.0
2022,Iowa,Depression among adults,Overall,Overall,19.2
2022,Michigan,Depression among adults,Race/Ethnicity,Hispanic,27.7
2022,Idaho,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.4
2022,Montana,Depression among adults,Age,Age 45-64,20.9
2022,Nebraska,Average mentally unhealthy days among adults,Overall,Overall,4.2
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,Hispanic,18.1
2022,Illinois,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",16.0
2022,Kansas,Frequent mental distress among adults,Sex,Male,12.4
2022,Louisiana,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",21.4
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.3
2022,Maine,Frequent mental distress among adults,Age,Age >=65,8.9
2022,Kentucky,Depression among adults,Age,Age >=65,19.3
2022,Mississippi,Average mentally unhealthy days among adults,Overall,Overall,4.9
2022,Michigan,Frequent mental distress among adults,Race/Ethnicity,Hispanic,21.0
2022,Indiana,Average mentally unhealthy days among adults,Age,Age >=65,2.8
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",6.4
2022,Illinois,Average mentally unhealthy days among adults,Age,Age >=65,3.1
2022,Nevada,Depression among adults,Sex,Female,22.5
2022,Massachusetts,Average mentally unhealthy days among adults,Sex,Male,4.0
2022,Kansas,Average mentally unhealthy days among adults,Sex,Female,6.2
2022,Nebraska,Frequent mental distress among adults,Age,Age >=65,6.5
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4.0
2022,Kentucky,Depression among adults,Sex,Male,18.5
2022,Maine,Frequent mental distress among adults,Sex,Male,15.1
2022,Missouri,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",16.2
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.1
2022,Missouri,Frequent mental distress among adults,Sex,Male,12.6
2022,Maryland,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",13.6
2022,Louisiana,Average mentally unhealthy days among adults,Overall,Overall,6.4
2022,Louisiana,Average mentally unhealthy days among adults,Sex,Male,5.1
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.7
2022,Illinois,Frequent mental distress among adults,Overall,Overall,13.7
2022,Idaho,Frequent mental distress among adults,Race/Ethnicity,Hispanic,21.7
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.1
2022,Maryland,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",35.0
2022,Illinois,Frequent mental distress among adults,Age,Age >=65,10.2
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,4.3
2022,Kentucky,Average mentally unhealthy days among adults,Overall,Overall,4.9
2022,Massachusetts,Average mentally unhealthy days among adults,Overall,Overall,4.7
2022,Indiana,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.1
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",8.0
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",6.5
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.0
2022,Nebraska,Depression among adults,Age,Age 18-44,20.9
2022,Michigan,Frequent mental distress among adults,Overall,Overall,16.7
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.8
2022,Maryland,Average mentally unhealthy days among adults,Overall,Overall,4.8
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.3
2022,Minnesota,Depression among adults,Overall,Overall,24.5
2022,Missouri,Frequent mental distress among adults,Race/Ethnicity,Hispanic,17.7
2022,Nebraska,Frequent mental distress among adults,Overall,Overall,12.1
2022,Idaho,Average mentally unhealthy days among adults,Sex,Male,4.0
2022,Massachusetts,Depression among adults,Sex,Female,26.9
2022,Iowa,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.7
2022,Montana,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.5
2022,Louisiana,Depression among adults,Sex,Female,33.2
2022,Kansas,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",16.7
2022,Maryland,Frequent mental distress among adults,Age,Age >=65,9.1
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.7
2022,Maryland,Frequent mental distress among adults,Age,Age 45-64,11.8
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,Hispanic,15.7
2022,Kansas,Frequent mental distress among adults,Age,Age >=65,7.1
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.8
2022,Iowa,Depression among adults,Sex,Female,25.6
2022,Maine,Depression among adults,Sex,Male,19.6
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",5.8
2022,Kentucky,Frequent mental distress among adults,Overall,Overall,16.4
2022,Nebraska,Average mentally unhealthy days among adults,Age,Age >=65,2.2
2022,Montana,Average mentally unhealthy days among adults,Sex,Female,5.9
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.5
2022,Kansas,Depression among adults,Race/Ethnicity,"White, non-Hispanic",19.7
2022,Mississippi,Frequent mental distress among adults,Age,Age 45-64,15.0
2022,Massachusetts,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",12.7
2022,Minnesota,Frequent mental distress among adults,Age,Age 45-64,11.6
2022,Kentucky,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",5.7
2022,Illinois,Frequent mental distress among adults,Race/Ethnicity,Hispanic,12.1
2022,Indiana,Depression among adults,Age,Age 45-64,22.9
2022,Maine,Frequent mental distress among adults,Overall,Overall,16.3
2022,Kentucky,Depression among adults,Race/Ethnicity,"White, non-Hispanic",26.9
2022,Kentucky,Average mentally unhealthy days among adults,Sex,Male,4.3
2022,Nebraska,Depression among adults,Race/Ethnicity,Hispanic,9.4
2022,Montana,Average mentally unhealthy days among adults,Overall,Overall,5.5
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.2
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.0
2022,Maine,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.4
2022,Nevada,Average mentally unhealthy days among adults,Age,Age >=65,3.2
2022,Iowa,Average mentally unhealthy days among adults,Sex,Male,3.4
2022,Louisiana,Frequent mental distress among adults,Sex,Female,25.2
2022,Idaho,Average mentally unhealthy days among adults,Age,Age >=65,2.5
2022,Michigan,Depression among adults,Age,Age 45-64,22.6
2022,Idaho,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.8
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",5.9
2022,Iowa,Depression among adults,Race/Ethnicity,Hispanic,13.3
2022,Illinois,Depression among adults,Overall,Overall,17.7
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",5.8
2022,Minnesota,Frequent mental distress among adults,Sex,Male,12.6
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,Hispanic,26.3
2022,Kansas,Depression among adults,Age,Age >=65,12.3
2022,Maryland,Depression among adults,Race/Ethnicity,Hispanic,12.0
2022,Missouri,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",38.1
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.0
2022,Iowa,Frequent mental distress among adults,Sex,Male,9.9
2022,Indiana,Frequent mental distress among adults,Race/Ethnicity,Hispanic,13.9
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.2
2022,Massachusetts,Average mentally unhealthy days among adults,Age,Age >=65,3.0
2022,Nebraska,Depression among adults,Race/Ethnicity,"White, non-Hispanic",18.3
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.7
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.0
2022,Illinois,Average mentally unhealthy days among adults,Sex,Female,5.1
2022,Michigan,Frequent mental distress among adults,Age,Age >=65,8.3
2022,Nebraska,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",28.9
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.5
2022,Nebraska,Average mentally unhealthy days among adults,Age,Age 18-44,5.4
2022,Minnesota,Frequent mental distress among adults,Overall,Overall,15.6
2022,Montana,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",30.7
2022,Nebraska,Depression among adults,Sex,Male,10.4
2022,Maine,Depression among adults,Race/Ethnicity,"White, non-Hispanic",25.6
2022,Missouri,Depression among adults,Age,Age 18-44,25.7
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.3
2022,Massachusetts,Frequent mental distress among adults,Sex,Male,12.2
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4.7
2022,Iowa,Average mentally unhealthy days among adults,Age,Age 45-64,4.0
2022,Mississippi,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.6
2022,Nevada,Average mentally unhealthy days among adults,Age,Age 18-44,5.7
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.8
2022,Idaho,Frequent mental distress among adults,Overall,Overall,15.1
2022,Maryland,Depression among adults,Race/Ethnicity,"White, non-Hispanic",23.1
2022,Iowa,Average mentally unhealthy days among adults,Sex,Female,5.8
2022,Michigan,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.7
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.2
2022,Maine,Depression among adults,Age,Age >=65,17.3
2022,Montana,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.7
2022,Michigan,Depression among adults,Sex,Male,15.8
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.0
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",17.5
2022,Idaho,Depression among adults,Overall,Overall,22.7
2022,Indiana,Frequent mental distress among adults,Overall,Overall,17.5
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,6.6
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.4
2022,Montana,Frequent mental distress among adults,Age,Age 18-44,24.0
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.3
2022,Kansas,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",28.3
2022,Kansas,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.3
2022,Idaho,Frequent mental distress among adults,Sex,Male,11.4
2022,Michigan,Frequent mental distress among adults,Sex,Male,13.5
2022,Louisiana,Depression among adults,Age,Age 45-64,26.0
2022,Illinois,Frequent mental distress among adults,Age,Age 45-64,11.3
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.2
2022,Nebraska,Depression among adults,Overall,Overall,17.0
2022,Montana,Depression among adults,Sex,Female,32.3
2022,Kentucky,Depression among adults,Sex,Female,32.8
2022,Iowa,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",12.5
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",19.8
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.2
2022,Idaho,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.1
2022,Louisiana,Depression among adults,Race/Ethnicity,"White, non-Hispanic",29.7
2022,Iowa,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.6
2022,Indiana,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",16.8
2022,Maryland,Average mentally unhealthy days among adults,Sex,Male,3.7
2022,Kansas,Frequent mental distress among adults,Sex,Female,19.4
2022,Illinois,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.3
2022,Iowa,Depression among adults,Sex,Male,11.2
2022,Kansas,Depression among adults,Overall,Overall,20.1
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.3
2022,Iowa,Frequent mental distress among adults,Age,Age 18-44,17.7
2022,Massachusetts,Frequent mental distress among adults,Age,Age 45-64,11.9
2022,Kansas,Average mentally unhealthy days among adults,Age,Age 45-64,4.1
2022,Maine,Average mentally unhealthy days among adults,Sex,Male,4.4
2022,Mississippi,Frequent mental distress among adults,Race/Ethnicity,Hispanic,23.4
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.6
2022,Mississippi,Frequent mental distress among adults,Age,Age 18-44,20.1
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.2
2022,Massachusetts,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",39.8
2022,Minnesota,Average mentally unhealthy days among adults,Overall,Overall,4.7
2022,Mississippi,Depression among adults,Sex,Female,26.0
2022,Maine,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",9.2
2022,Illinois,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",5.0
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.3
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",1.8
2022,Nevada,Depression among adults,Age,Age 18-44,19.8
2022,Kentucky,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",18.9
2022,Iowa,Depression among adults,Age,Age >=65,12.0
2022,Maine,Depression among adults,Overall,Overall,26.3
2022,Michigan,Average mentally unhealthy days among adults,Overall,Overall,5.2
2022,Nebraska,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.7
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.3
2022,Idaho,Frequent mental distress among adults,Age,Age >=65,8.2
2022,Maine,Depression among adults,Race/Ethnicity,Hispanic,26.3
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",1.9
2022,Massachusetts,Depression among adults,Sex,Male,16.2
2022,Minnesota,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",17.6
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.4
2022,Kansas,Depression among adults,Race/Ethnicity,Hispanic,14.9
2022,Kentucky,Average mentally unhealthy days among adults,Sex,Female,5.5
2022,Louisiana,Frequent mental distress among adults,Overall,Overall,20.7
2022,Maine,Average mentally unhealthy days among adults,Age,Age 45-64,4.7
2022,Illinois,Depression among adults,Sex,Female,22.1
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",6.1
2022,Nevada,Frequent mental distress among adults,Sex,Female,18.0
2022,Indiana,Average mentally unhealthy days among adults,Sex,Male,4.4
2022,Maryland,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.2
2022,Maryland,Frequent mental distress among adults,Overall,Overall,14.5
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.0
2022,Indiana,Average mentally unhealthy days among adults,Overall,Overall,5.4
2022,Louisiana,Depression among adults,Age,Age >=65,20.9
2022,Montana,Depression among adults,Age,Age >=65,16.9
2022,Kentucky,Average mentally unhealthy days among adults,Age,Age >=65,3.4
2022,Idaho,Depression among adults,Race/Ethnicity,Hispanic,23.6
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",6.9
2022,Illinois,Frequent mental distress among adults,Sex,Female,15.4
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.6
2022,Massachusetts,Depression among adults,Overall,Overall,21.6
2022,Illinois,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.4
2022,Louisiana,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",40.7
2022,Michigan,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",17.7
2022,Mississippi,Depression among adults,Age,Age 45-64,24.5
2022,Maryland,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",22.9
2022,Nevada,Frequent mental distress among adults,Overall,Overall,14.8
2022,Maryland,Average mentally unhealthy days among adults,Age,Age >=65,2.9
2022,Missouri,Frequent mental distress among adults,Overall,Overall,17.3
2022,Iowa,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.6
2022,Missouri,Average mentally unhealthy days among adults,Age,Age 18-44,6.9
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.3
2022,Illinois,Average mentally unhealthy days among adults,Sex,Male,3.9
2022,Michigan,Depression among adults,Race/Ethnicity,Hispanic,25.0
2022,Minnesota,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",13.3
2022,Maine,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.8
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.1
2022,Michigan,Average mentally unhealthy days among adults,Sex,Female,6.1
2022,Massachusetts,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",14.3
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.8
2022,Idaho,Average mentally unhealthy days among adults,Sex,Female,5.6
2022,Iowa,Frequent mental distress among adults,Sex,Female,18.3
2022,Mississippi,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.9
2022,Louisiana,Average mentally unhealthy days among adults,Sex,Female,7.3
2022,Illinois,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",24.6
2022,Massachusetts,Average mentally unhealthy days among adults,Sex,Female,5.7
2022,Nebraska,Average mentally unhealthy days among adults,Sex,Female,5.1
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",7.1
2022,Iowa,Frequent mental distress among adults,Overall,Overall,13.5
2022,Indiana,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.5
2022,Nebraska,Frequent mental distress among adults,Sex,Male,8.4
2022,Kentucky,Frequent mental distress among adults,Age,Age 45-64,15.7
2022,Mississippi,Average mentally unhealthy days among adults,Sex,Male,4.3
2022,Minnesota,Depression among adults,Race/Ethnicity,Hispanic,20.4
2022,Kentucky,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",9.5
2022,Illinois,Frequent mental distress among adults,Sex,Female,16.0
2022,Massachusetts,Depression among adults,Overall,Overall,22.2
2022,Missouri,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",38.0
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",25.2
2022,Idaho,Average mentally unhealthy days among adults,Overall,Overall,4.7
2022,Illinois,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",8.1
2022,Illinois,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.9
2022,Louisiana,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.0
2022,Maryland,Depression among adults,Sex,Male,13.5
2022,Massachusetts,Average mentally unhealthy days among adults,Overall,Overall,4.9
2022,Maine,Average mentally unhealthy days among adults,Sex,Male,4.7
2022,Illinois,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.1
2022,Indiana,Depression among adults,Sex,Male,15.4
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.7
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.7
2022,Missouri,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",26.8
2022,Maine,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.6
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",22.0
2022,Missouri,Frequent mental distress among adults,Age,Age >=65,9.4
2022,Nevada,Frequent mental distress among adults,Age,Age >=65,10.0
2022,Louisiana,Average mentally unhealthy days among adults,Overall,Overall,6.2
2022,Idaho,Frequent mental distress among adults,Sex,Male,11.8
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",25.2
2022,Missouri,Depression among adults,Sex,Female,28.5
2022,Iowa,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.2
2022,Nevada,Depression among adults,Race/Ethnicity,Hispanic,11.8
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,4.3
2022,Illinois,Depression among adults,Overall,Overall,18.0
2022,Iowa,Depression among adults,Overall,Overall,18.5
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3.6
2022,Minnesota,Frequent mental distress among adults,Sex,Male,12.0
2022,Mississippi,Depression among adults,Sex,Male,14.5
2022,Mississippi,Frequent mental distress among adults,Sex,Male,13.5
2022,Michigan,Average mentally unhealthy days among adults,Age,Age 45-64,4.6
2022,Maine,Depression among adults,Sex,Male,20.8
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",28.8
